Query,Response,language,intent,Response_DE,Response_TA
Do you offer business banking services?,"Yes, we offer a range of business banking services. Please visit our business banking page or contact a representative for more information.",en,unknown,"Ja, wir bieten eine Reihe von Geschäftsbankendienstleistungen an.Bitte besuchen Sie unsere Business Banking -Seite oder wenden Sie sich an einen Vertreter, um weitere Informationen zu erhalten.","ஆம், நாங்கள் பலவிதமான வணிக வங்கி சேவைகளை வழங்குகிறோம்.தயவுசெய்து எங்கள் வணிக வங்கி பக்கத்தைப் பார்வையிடவும் அல்லது மேலும் தகவலுக்கு ஒரு பிரதிநிதியைத் தொடர்பு கொள்ளவும்."
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 14.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 14,1%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 14.1%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 17.2%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 17,2%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 17.2%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 18.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 18,7%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 18.7%ஆகும்.
Can I use my debit card internationally?,"Yes, you can use your debit card internationally. Notify us before traveling to avoid any issues with your card being blocked.",en,unknown,"Yes, you can use your debit card internationally. Notify us before traveling to avoid any issues with your card being blocked.",
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 6.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 6,8%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 6.8%ஆகும்.
Can I get assistance with budgeting?,"Yes, we offer budgeting assistance and financial planning services. Please contact us to schedule a consultation with one of our advisors.",en,unknown,"Ja, wir bieten Budgetierungshilfe- und Finanzplanungsdienstleistungen an.Bitte kontaktieren Sie uns, um eine Beratung mit einem unserer Berater zu vereinbaren.","ஆம், நாங்கள் பட்ஜெட் உதவி மற்றும் நிதி திட்டமிடல் சேவைகளை வழங்குகிறோம்.எங்கள் ஆலோசகர்களில் ஒருவருடன் ஆலோசனையைத் திட்டமிட தயவுசெய்து எங்களை தொடர்பு கொள்ளவும்."
What is the interest rate for a education loan?,The current interest rate for a education loan is 8.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 8,9%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 8.9%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 9.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 9,9%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 9.9%ஆகும்.
Wie überprüfe ich meine Kreditwürdigkeit?,You can request your creditworthiness via our online banking platform or a loan from credit agencies.,de,unknown,Sie können Ihre Kreditwürdigkeit über unsere Online -Banking -Plattform oder eine Kreditauskunft von Kreditausweisagenturen anfordern.,
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 8.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 8,0%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 8.0%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 14.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 14,3%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 14.3%ஆகும்.
Wie kann ich einen Kredit beantragen?,"To apply for a loan, visit our website and fill out the online application form or visit one of our branches to speak to a loan.",de,unknown,"Um ein Darlehen zu beantragen, besuchen Sie unsere Website und füllen Sie das Online -Bewerbungsformular aus oder besuchen Sie eine unserer Filialen, um mit einem Kreditsachen zu sprechen.",
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 8.3%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 8,3%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 8.3%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 10.8%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 10,8%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 10.8%ஆகும்.
எனது கணக்கு தகவலை எவ்வாறு சரிபார்க்க முடியும்?,Check your account information by logging in or contacting customer service to your online bank account.,ta,unknown,,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து அல்லது உதவிக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உங்கள் கணக்கு தகவலை சரிபார்க்கவும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 15.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 15,3%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 15.3%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 11.1%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 11,1%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 11.1%ஆகும்.
எனது கணக்கு விழிப்பூட்டல்களை எவ்வாறு நிர்வகிப்பது?,Log in your online bank account and manage your account alerts by accessing the 'Alerts' section to customize your notifications.,ta,unknown,,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து உங்கள் அறிவிப்புகளைத் தனிப்பயனாக்க 'எச்சரிக்கைகள்' பகுதியை அணுகுவதன் மூலம் உங்கள் கணக்கு விழிப்பூட்டல்களை நிர்வகிக்கவும்.
