Query,Response,language,intent
Wie kann ich meine Kontoeinstellungen verwalten?,"Verwalten Sie Ihre Kontoeinstellungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Einstellungen"" zugreifen.",de,unknown
Kann ich wiederkehrende Zahlungen planen?,"Ja, Sie können wiederkehrende Zahlungen über unser Online -Banking -Portal oder unsere mobile App planen, indem Sie automatische Zahlungen für Ihre Rechnungen einrichten.",de,unknown
list of events,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
Can I transfer money internationally?,"Yes, you can transfer money internationally. Check our website or contact customer service for details on international transfer options and fees.",en,unknown
கணக்குகளுக்கு இடையில் பணத்தை எவ்வாறு மாற்றுவது?,"உங்கள் ஆன்லைன் வங்கி கணக்கு அல்லது மொபைல் பயன்பாட்டில் உள்நுழைந்து, 'இடமாற்ற நிதிகளை' என்பதைத் தேர்ந்தெடுத்து, கணக்குகளைத் தேர்வுசெய்து, நீங்கள் மாற்ற விரும்பும் தொகையை உள்ளிடவும்.",ta,unknown
Are there any committee in college,For the various committe in college contact this number: ADD NUMBER,en,committee
functions,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
committee,For the various committe in college contact this number: ADD NUMBER,en,committee
Whats there on menu,"we serve Franky, Locho, Alu-puri, Kachori, Khavsa, Thaali and many more on menu",en,menu
Wie aktualisiere ich meine Mailingadresse?,"Aktualisieren Sie Ihre Mailingadresse, indem Sie sich in Ihrem Online -Banking -Konto anmelden oder sich an den Kundendienst wenden, um Ihre Datensätze zu aktualisieren.",de,unknown
Kann ich eine temporäre Kreditgrenze erhöhen?,"Um eine temporäre Kreditlimit -Erhöhung anzufordern, wenden Sie sich an den Kundendienst oder wenden Sie sich an Ihrem Online -Banking -Konto an und beantragen Sie eine vorübergehende Erhöhung.",de,unknown
What document are required for admission,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
What are your procedures for handling fraudulent transactions?,Procedures for handling fraudulent transactions are detailed on our website. Contact customer service immediately if you suspect fraud.,en,unknown
name of it hod,All engineering departments have only one hod XYZ who available on (Place name),en,ithod
எனது கணக்கு வகையை எவ்வாறு மாற்றுவது?,"உங்கள் கணக்கு வகையை மாற்ற, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது கிடைக்கக்கூடிய விருப்பங்கள் மற்றும் தேவைகளைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
it,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
How do I access my account statements online?,Log into your online banking account and navigate to the 'Statements' section to view and download your account statements.,en,unknown
IT,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
floors,My College has total 2 floors ,en,floors
courses available at UNI?,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
hostel capacity,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
how many libraries,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
what is the address of college,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
uniform,ENTER YOUR OWN UNIVERSITY UNIFORM CIRCULER,en,uniform
கிரெடிட் கார்டுக்கு நான் எவ்வாறு விண்ணப்பிப்பது?,"கிரெடிட் கார்டுக்கு விண்ணப்பிக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு ஆன்லைன் விண்ணப்ப படிவத்தை பூர்த்தி செய்யுங்கள் அல்லது நேரில் விண்ணப்பிக்க ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
how is college infrastructure,Our University has Excellent Infrastructure. Campus is clean. Good IT Labs With Good Speed of Internet connection,en,infrastructure
whats is the college address,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
Can I access my account through a mobile app?,"Yes, you can access your account through our mobile app available for download on both iOS and Android devices.",en,unknown
எனது கணக்கு வகையில் மாற்றத்தை எவ்வாறு கோர முடியும்?,"உங்கள் கணக்கு வகையில் மாற்றத்தைக் கோர, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது கிடைக்கக்கூடிய விருப்பங்கள் மற்றும் தேவைகளைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
how big is the hostel,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
developers,College students,en,creator
address,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
sports and games,"Our university encourages all-round development of students and hence provides sports facilities in the campus. For more details visit<a target=""_blank"" href=/""(LINK IF HAVE)"">here</a>",en,sports
what is fee,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
Which companies visit in college,"To know about placement visit <a target=""_blank"" href=""PLACEMENT INFORMATION LINK FROM YOUR UNIVERSITY WEBSITE IF THEY HAVE"">here</a>",en,placement
